SID,PORT_ID,port,start_date,end_date,total_impact,max_impact,day_of_recover,CCD,BCD,ECD,max_impact_date,start_recovery_date (Slope),end_recovery_date,total_impact_value,C_normal,C_cyclone,B_normal,B_cyclone,E_normal,E_cyclone,Wind_speed,Surge_height,Rainfall,Seaport,Pop_C,Pop_CT,PCT_Pov,WF,IF_CEJ,PCT_TA,PCT_ACEW,PCT_TI,PCT_SV,IF_ETC,SL,PCT_CD,PCT_EB,PCT_HV,Railway_Length,Highway_Length,Dock_Couunt
2019291N22264,138,"Port of Harlingen Authority, TX",10/17/2019,10/18/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0.593,0.0003,1,421020,4148,0.84,0,1,90.47980528,8.809461485,84.54188356,86.18856952,0,0.988608577,4.019304099,33.66818003,5.368488685,11.49391115,23.17225343,5
2019291N22264,139,"Brownsville, TX",10/17/2019,10/18/2019,0,0,0,0,4.15E-05,0,0,0,0,0,0.121261105,0.171929825,0.000103894,6.24E-05,0.034576049,0.073525489,9.9,0.593,0.1804,1,421020,5072,0.88,0,1,53.96062271,99.93812912,66.62087912,95.00572001,1,11.17156,70.02025739,13.95631502,76.04645075,71.39610443,31.45825332,31
2019291N22264,38,"Port of Iberia District, LA",10/18/2019,10/18/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0.574,0.0201,1,70288,3793,0.89,1,1,56.91873916,99.12428908,58.11764989,59.29739263,1,19.69504161,61.61224976,34.50708421,63.66870523,4.405227273,8.422546884,39
2019291N22264,39,"West St. Mary Parish Port, LA",10/18/2019,10/19/2019,0,0,0,0,0,0,0,0,0,0,0.142456939,0.18543956,0,0,0.020655872,0.119584809,6.4,0.242,0.0001,1,49398,1999,0.66,0,1,45.20676692,99.98929158,47.08044149,67.75465942,1,24.75534,85.65181125,48.96269021,95.33707731,14.08786715,19.5917999,3
2019291N22264,40,"Port of Greater Baton Rouge, LA",10/18/2019,10/19/2019,0,0,0,0,0.002746554,0,0,0,0,0,0.179509431,0.19350215,0.003573928,0.000827374,0.115680696,0.158100337,6.4,0.242,0.0002,1,27202,4545,0.4,0,0,46.28518411,85.47819051,68.64396568,40.50002383,1,0,55.107245,59.07958865,83.636342,61.97788469,74.13467471,23
2019291N22264,41,"South Louisiana, LA, Port of",10/18/2019,10/19/2019,0,0,0,0,0,0,0,0,0,0,0.214954166,0.239276852,0.00702289,0.012923076,0.183502948,0.256556123,11.1,0.702,0,1,42481,1966,0.56,1,1,75.0409678,52.08100326,78.89314633,54.5974546,1,3.812527511,25.37059104,65.65140195,42.92054351,64.86154799,26.78614458,21
2019291N22264,42,"Terrebonne Parish Port, LA",10/18/2019,10/19/2019,0,0,0,0,0.000102749,0,0,0,0,0,0.107901235,0.18543956,0.000102749,0,0.022401782,0.119584809,6.4,0.242,0,1,109577,2955,0.94,1,1,88.44346443,11.22480546,91.0521496,96.10920444,1,1.263971822,43.99904671,60.8086369,9.5447731,0,47.71695596,15
2019291N22264,43,"New Orleans, LA",10/18/2019,10/19/2019,0,0,0,0,0.002574878,0,0,0,0,0,0.207860553,0.213968724,0.005908069,0.003333192,0.154122037,0.201558897,11.1,0.702,0.0013,1,440783,1873,0.74,0,1,79.9944573,38.26475977,79.84263543,89.62295629,1,5.883773194,71.61105815,97.5941086,26.48549604,70.50210197,71.52025534,78
2019291N22264,44,"Plaquemines Port District, LA",10/18/2019,10/19/2019,0,0,0,0,0,0,0,0,0,0,0.240414808,0.278159341,0.022658011,0.051392947,0.247465383,0.380698501,12.2,0.789,1.05,1,23515,1808,0.95,1,1,97.08164642,92.90031649,94.63080779,94.43371943,1,0.969463683,56.74451859,19.18874152,97.80477358,0,13.43075913,1
2019291N22264,45,"Greater Lafourche Port, LA",10/18/2019,10/19/2019,0,0,0,0.074733415,0,0.012664783,0,0,0,0,0.074733415,0,0,0,0.012664783,7.85E-28,17.6,0.551,0,1,97565,2129,0.68,0,1,95.11157702,34.97727435,96.45628494,62.04061204,0,2.856976041,13.49976168,14.98826249,21.52630702,0,0,57
2019291N22264,46,"Port of Gulfport, MS",10/18/2019,10/19/2019,0,0,0,0,0.000227386,0.001590221,0,0,0,0,0.168380842,0.178021978,0.000227386,0,0.030316461,0.02872624,8.2,0.622,0.7408,1,208620,848,0.71,0,0,53.73529979,23.67275064,54.80648737,68.58406025,1,0.151334545,59.95114395,69.50035153,21.89515265,30.51200325,40.90197572,19
2019291N22264,47,"Port of Pascagoula, MS",10/18/2019,10/20/2019,0,0,0,0,0.000420279,0,0,0,0,0,0.18145596,0.193846154,0.000481329,6.11E-05,0.057038537,0.070328836,13.5,0.62,0.652,1,143245,2080,0.82,1,1,37.15900328,83.52092902,34.65876229,48.63792364,1,2.482743,70.79122974,65.39877739,81.02110749,24.23887335,24.62524043,2
2019291N22264,48,"Mobile, AL",10/18/2019,10/20/2019,0,0,0,0.007099085,0.002164425,0,0,0,0,0,0.197144334,0.190045249,0.002461536,0.00029711,0.12596189,0.147095381,7.8,0.506,1.7707,1,414809,3354,0.88,1,1,73.30104106,14.58487019,93.4608155,79.18990419,1,0.869723684,30.60057197,92.44152099,12.49196868,190.7470371,69.65676454,50
2019291N22264,49,"Panama City Port Authority, FL",10/18/2019,10/20/2019,0,0,0,0.151197214,0.000316697,0.045788877,0,0,0,0,0.151197214,0,0.000316697,0,0.045788877,3.73E-43,10.4,0.579,2.07,1,175208,2261,0.88,0,1,52.32191055,20.57206768,48.73120301,84.67634301,1,0.179502326,33.2113918,98.33410789,47.95350165,20.95162898,10.08867326,10
2019291N22264,52,"Port of Savannah, GA",10/19/2019,10/20/2019,0,0,0,0.004900269,0,0.043784598,0,0,0,0,0.241298018,0.236397749,0.01443136,0.015893537,0.224641838,0.18085724,10.9,0.238,1.5103,1,295291,2929,0.61,0,0,4.542606516,90.60633463,8.220069404,72.05538872,1,2.542949951,98.80243089,97.59172535,71.65837756,86.51748892,96.48221647,26
2019291N22264,124,"Chattanooga, TN",10/19/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1,0.65,2.2311,0,366209,2491,0.5,0,0,20.8899653,90.81455393,22.56362059,96.98865532,1,0,86.54194471,99.7497587,99.99643053,85.64022034,81.44540322,6
2019291N22264,125,"Guntersville, AL",10/19/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0.466,1.46,0,97611,3898,0.7,0,1,49.34090033,78.72831545,54.29077501,59.95995996,1,0,41.37631077,38.54550221,90.58848726,6.764458144,17.14314791,19
2019291N22264,126,"Tampa Port Authority, FL",10/19/2019,10/20/2019,0,0,0,0,0.005831371,0,0,0,0,0,0.222651884,0.236397749,0.017651171,0.011819799,0.182721889,0.220093175,14,0.615,0.0023,1,1459779,2655,0.05,0,0,55.20773087,23.75960783,51.37242144,65.91710758,0,1.920762842,33.65705434,42.9890728,7.175832282,0,0,75
2019291N22264,127,"Manatee County Port, FL",10/19/2019,10/20/2019,0,0,0,0,0.000145761,0,0,0,0,0,0.16678779,0.176223776,0.000145761,0,0.04092498,0.094476035,14,0.535,30.7109,1,399714,4204,0.27,1,1,61.55894544,99.87387859,75.53499132,67.56041756,1,8.638611,72.21282173,61.42113228,78.93534493,28.12006348,12.09063735,9
2019291N22264,53,"Port of Charleston, SC",10/20/2019,10/20/2019,0,0,0,0,0,0.059869899,0,0,0,0,0.236751322,0.239316239,0.017000292,0.017388352,0.228265297,0.168395398,13,0.077,0,1,408481,1191,0.72,0,0,4.482359746,81.49584751,4.012434933,50.38610039,0,1.713303,85.70424214,85.39663247,66.31368536,19.19921243,50.19533816,6
2019291N22264,54,"Wilmington, NC",10/20/2019,10/20/2019,0,0,0,0.002574001,0.007077612,0.043146087,0,0,0,0,0.202415397,0.199841396,0.007077612,0,0.123946161,0.080800075,19.2,0.109,11.7802,1,225707,1846,0.89,0,1,32.78147291,49.1397568,31.96332177,73.42223176,1,2.101888761,63.25786463,89.93910795,36.46693477,26.25174742,53.52483823,20
2019291N22264,55,"Morehead City, NC",10/20/2019,10/20/2019,0,0,0,0.078844478,0,0.014393894,0,0,0,0,0.078844478,0,0,0,0.014393894,3.73E-43,14,0.236,10.7104,1,67685,1236,0.27,0,0,33.21042992,96.75534826,31.02106227,56.64950665,1,0.742525,92.32483317,78.29216268,76.78890132,25.98292613,19.80369527,15
2019291N22264,56,"Virginia, VA, Port of",10/20/2019,10/20/2019,0,0,0,0.006422069,0.000808377,0.054005791,0,0,0,0,0.204224267,0.197802198,0.003782251,0.002973874,0.170996521,0.116990729,10.4,0.354,2.2007,1,238005,2546,0.31,0,0,31.81029497,30.23582324,29.61128783,30.54006387,0,0.262182302,50.38012393,99.38631299,13.11186731,257.5222337,57.21231589,21
2019291N22264,58,"Wilmington, DE",10/20/2019,10/20/2019,0,0,0,0.003451357,0.001917026,0.04855442,0,0,0,0,0.191651507,0.188200149,0.003369758,0.001452732,0.099021078,0.050466658,10.7,0.123,4.3502,1,570713,2131,0,0,0,52.31106613,27.15298765,60.24797571,72.10543877,1,1.894016479,64.23856053,94.93797591,22.47102777,64.94331919,20.20703115,5
2019291N22264,59,"South Jersey Port Corp, NJ",10/20/2019,10/20/2019,0,0,0,0.031778076,0.002150624,0.075076651,0,0,0,0,0.194674004,0.162895928,0.003339065,0.001188441,0.137925967,0.062849316,10.7,0.176,3.2904,1,302273,4816,0.47,0,0,41.88475998,46.89812722,40.23038365,26.2977263,0,2.338228441,33.60700667,86.3797233,24.32239488,48.8632096,12.01323824,5
2019291N22264,60,"Philadelphia Regional Port, PA",10/20/2019,10/20/2019,0,0,0,0.018745055,0.000772563,0.069552411,0,0,0,0,0.206945204,0.188200149,0.008081601,0.007309038,0.171778894,0.102226483,4.2,0.176,3.2904,1,1603793,7109,0,0,0,7.533256217,83.12947672,7.615191826,84.60841794,1,0,97.97545281,99.91301136,97.37405706,140.5602765,83.51791539,6
2019291N22264,61,"New York, NY & NJ",10/20/2019,10/20/2019,0,0,0,0,0,0.06090564,0,0,0,0,0.219926768,0.22027972,0.016993204,0.024375683,0.197216298,0.136310659,7.4,0.119,0.51,1,2736119,2223,0.67,0,0,50.52896665,11.01420651,46.98525159,58.63959197,1,0.031374168,70.76739752,99.11938893,13.16659924,5.310926804,13.23278936,238
2019291N22264,62,"Port Jefferson, NY",10/20/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.104,2.9401,1,1525894,4843,0.08,0,0,67.99089069,24.15581943,63.8917004,14.68134801,0,0.21517115,16.48236416,55.00542189,28.54389263,12.73297049,9.029622533,8
2019291N22264,63,"Bridgeport, CT",10/20/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.104,0.9802,1,61512,4649,0.76,1,1,47.7070079,18.15791352,46.38157895,91.25077458,1,0.25691241,53.87392755,99.73307594,42.7991814,44.51820194,102.8737214,15
2019291N22264,64,"New Haven, CT",10/20/2019,10/20/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0.092,0.6401,1,134023,7042,0.66,0,1,13.58444187,53.3779121,17.60531136,82.79112446,1,0.159136367,80.11916111,99.51262527,76.37484235,81.49594049,127.1276671,13
2019291N22264,128,"Canaveral Port District, FL",10/20/2019,10/20/2019,0,0,0,0,0.001402906,0,0,0,0,0,0.158155621,0.190045249,0.001402906,0,0.050371217,0.06302855,8.7,-0.003,0,1,606621,2131,0,0,0,28.35333526,79.73966637,28.38948332,36.98579532,1,0.460419931,88.73331745,72.29590438,68.83492373,0,35.98131128,22
2019299N25265,27,"Corpus Christi, TX",10/25/2019,10/25/2019,0,0,0,0.021263039,0.006491654,0.052546494,0,0,0,0,0.200474508,0.17921147,0.006791577,0.000299923,0.138433141,0.085886647,16.93,0.454,3.7907,1,353175,2730,0.79,0,1,72.53831695,39.14760964,98.35164835,81.38018971,1,0.398266001,48.55219256,83.9214004,22.78276182,44.69976388,72.05149245,34
2019299N25265,28,"Victoria, TX",10/25/2019,10/25/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,0.421,5.5002,1,91322,3225,0.59,1,1,89.11099865,51.49917902,99.47585309,94.664903,1,0.015102668,23.23403241,31.94151503,43.19182353,47.41633969,0,3
2019299N25265,29,"Calhoun Port Authority, TX",10/25/2019,10/26/2019,0,0,0,0,0.002159258,0,0,0,0,0,0.172240881,0.173629951,0.00268515,0.000525892,0.061902588,0.133698839,13.9,0.421,0.23,1,20105,4605,0.78,0,1,29.7462406,98.19384623,27.78340081,79.19467086,1,0.148552897,61.81124881,51.40552199,89.08454894,0,12.86644873,21
2019299N25265,30,"Port Freeport, TX",10/25/2019,10/26/2019,0,0,0,0.023608759,0.001920306,0,0,0,0,0,0.190362277,0.166753517,0.002049763,0.000129456,0.107853186,0.113530612,15.3,0.553,8.7809,1,372035,6037,0.81,0,1,39.36162522,88.575304,40.51354347,90.05553172,1,0.1214167,78.23522402,99.28144997,82.28708088,45.79533704,34.44388847,29
2019299N25265,31,"Texas City, TX",10/25/2019,10/26/2019,0,0,0,0.013311371,2.74E-05,0,0,0,0,0,0.181732423,0.168421053,0.000380795,0.00035342,0.088486872,0.126074833,15.3,0.711,21.8404,1,350684,2699,0.69,0,1,61.64449586,62.80132308,69.7127434,79.85485485,1,3.331735398,68.17683508,95.64580131,43.92118602,82.90400884,26.89038024,34
2019299N25265,32,"Galveston, TX",10/25/2019,10/26/2019,0,0,0,0.000696252,0.001535702,0,0,0,0,0,0.208623478,0.207927225,0.007663988,0.006128286,0.162352862,0.182477389,15.3,0.673,21.8404,1,350684,3429,0.98,1,1,78.81603046,38.91559384,98.83000771,67.49725916,1,1.06381052,79.10867493,75.00446859,18.08771387,106.5651843,52.11589621,50
2019299N25265,34,"Beaumont, TX",10/25/2019,10/26/2019,0,0,0,0,0.001784609,0,0,0,0,0,0.197581644,0.205391528,0.006811547,0.005026938,0.128803237,0.160003823,9.5,0.49,0,1,256521,1617,0.86,1,1,23.45286293,98.88989363,39.33993638,97.0637304,1,0.401576661,98.83222116,98.51761818,97.52635462,177.0853231,56.40203353,13
2019299N25265,35,"Port Arthur, TX",10/25/2019,10/26/2019,0,0,0,0.003403768,0.001289831,0,0,0,0,0,0.162291553,0.158887786,0.001289831,0,0.070448123,0.081283855,9.5,0.502,11.2007,1,256521,2279,0.36,0,0,93.48611914,46.72203317,97.5913341,37.92125459,0,7.013639755,24.40896092,19.14345976,20.15562906,47.91782569,26.92577563,31
2019299N25265,36,"Orange County Nav District, TX",10/25/2019,10/26/2019,0,0,0,0,0,0,0,0,0,0,0.135774405,0.151730678,1.00E-05,8.96E-05,0.031797671,0.037100167,9.5,0.49,3.02,1,84810,3283,0.75,0,0,65.3340081,44.87661519,72.45638134,72.88717289,1,1.409428011,47.78717827,78.26713855,48.00466411,24.80922205,22.5410433,8
2019299N25265,37,"Lake Charles Harbor District, LA",10/25/2019,10/26/2019,0,0,0,0.007312669,0,0.038121726,0,0,0,0,0.200900086,0.193587417,0.007532557,0.008951085,0.134068441,0.095946715,11.1,0.402,14.5812,1,216783,4464,0.36,0,0,91.85343166,55.07222235,87.86027569,14.27260594,0,6.039098679,32.47735939,36.01329854,27.13751993,8.420022321,10.2096898,7
2019299N25265,38,"Port of Iberia District, LA",10/25/2019,10/26/2019,0,0,0,0.135507804,0,0.015957765,0,0,0,0,0.135507804,0,0,0,0.015957765,0,11.3,0.495,11.4518,1,70288,3793,0.89,1,1,56.91873916,99.12428908,58.11764989,59.29739263,1,19.69504161,61.61224976,34.50708421,63.66870523,4.405227273,8.422546884,39
2019299N25265,39,"West St. Mary Parish Port, LA",10/25/2019,10/26/2019,0,0,0,0.004520064,0,0.00365795,0,0,0,0,0.14724977,0.142729706,0,0,0.026747762,0.023089812,8.5,0.291,30.2612,1,49398,1999,0.66,0,1,45.20676692,99.98929158,47.08044149,67.75465942,1,24.75534,85.65181125,48.96269021,95.33707731,14.08786715,19.5917999,3
2019299N25265,40,"Port of Greater Baton Rouge, LA",10/25/2019,10/26/2019,0,0,0,0.01340372,0.000344737,0,0,0,0,0,0.183525995,0.170122275,0.004476521,0.004131783,0.119117957,0.122246999,8.5,0.291,12.322,1,27202,4545,0.4,0,0,46.28518411,85.47819051,68.64396568,40.50002383,1,0,55.107245,59.07958865,83.636342,61.97788469,74.13467471,23
2019299N25265,41,"South Louisiana, LA, Port of",10/25/2019,10/26/2019,0,0,0,0.004530325,0,0,0,0,0,0,0.217721531,0.213191206,0.007357686,0.00822922,0.187204405,0.225262246,11.7,0.685,0,1,42481,1966,0.56,1,1,75.0409678,52.08100326,78.89314633,54.5974546,1,3.812527511,25.37059104,65.65140195,42.92054351,64.86154799,26.78614458,21
2019299N25265,42,"Terrebonne Parish Port, LA",10/25/2019,10/26/2019,0,0,0,0.067013468,6.16E-05,0.013441069,0,0,0,0,0.067013468,0,6.16E-05,0,0.013441069,0,8.5,0.291,4.66,1,109577,2955,0.94,1,1,88.44346443,11.22480546,91.0521496,96.10920444,1,1.263971822,43.99904671,60.8086369,9.5447731,0,47.71695596,15
2019299N25265,43,"New Orleans, LA",10/25/2019,10/26/2019,0,0,0,0.026829695,0.00422929,0.020667049,0,0,0,0,0.213964198,0.187134503,0.006036091,0.001806801,0.161452704,0.140785655,11.7,0.685,32.052,1,440783,1873,0.74,0,1,79.9944573,38.26475977,79.84263543,89.62295629,1,5.883773194,71.61105815,97.5941086,26.48549604,70.50210197,71.52025534,78
2019299N25265,44,"Plaquemines Port District, LA",10/25/2019,10/26/2019,0,0,0,0.003056112,0,0,0,0,0,0,0.243657615,0.240601504,0.021599151,0.025612361,0.249276991,0.296818143,17.3,0.548,0.17,1,23515,1808,0.95,1,1,97.08164642,92.90031649,94.63080779,94.43371943,1,0.969463683,56.74451859,19.18874152,97.80477358,0,13.43075913,1
2019299N25265,45,"Greater Lafourche Port, LA",10/25/2019,10/26/2019,0,0,0,0.038683203,0,0.004511191,0,0,0,0,0.038683203,0,0,0,0.004511191,5.33E-30,18.2,0.416,0,1,97565,2129,0.68,0,1,95.11157702,34.97727435,96.45628494,62.04061204,0,2.856976041,13.49976168,14.98826249,21.52630702,0,0,57
2019299N25265,115,"Central Louisiana Regional, LA",10/25/2019,10/26/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0.393,11.3519,0,130013,2409,0.87,0,1,42.84027376,72.22235442,42.94751301,89.8338815,1,0,53.40204957,91.41672327,97.60369322,51.46820686,106.4462516,0
2019299N25265,138,"Port of Harlingen Authority, TX",10/25/2019,10/25/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0.627,0.67,1,421020,4148,0.84,0,1,90.47980528,8.809461485,84.54188356,86.18856952,0,0.988608577,4.019304099,33.66818003,5.368488685,11.49391115,23.17225343,5
2019299N25265,46,"Port of Gulfport, MS",10/26/2019,10/26/2019,0,0,0,0.016877751,0.000227386,0.001199663,0,0,0,0,0.171392478,0.154514727,0.000227386,0,0.029641965,0.028442302,16.3,0.825,0.6211,1,208620,848,0.71,0,0,53.73529979,23.67275064,54.80648737,68.58406025,1,0.151334545,59.95114395,69.50035153,21.89515265,30.51200325,40.90197572,19
2019299N25265,47,"Port of Pascagoula, MS",10/26/2019,10/26/2019,0,0,0,0.025091256,0.000402589,0.026287247,0,0,0,0,0.191844774,0.166753517,0.000626553,0.000223964,0.074897776,0.048610529,14.6,0.688,0.9505,1,143245,2080,0.82,1,1,37.15900328,83.52092902,34.65876229,48.63792364,1,2.482743,70.79122974,65.39877739,81.02110749,24.23887335,24.62524043,2
2019299N25265,48,"Mobile, AL",10/26/2019,10/26/2019,0,0,0,0.016246413,0.004309399,0.003299482,0,0,0,0,0.203380916,0.187134503,0.004539344,0.000229945,0.12214508,0.118845598,8,0.614,5.7007,1,414809,3354,0.88,1,1,73.30104106,14.58487019,93.4608155,79.18990419,1,0.869723684,30.60057197,92.44152099,12.49196868,190.7470371,69.65676454,50
2019299N25265,86,"Green Bay, WI",10/26/2019,10/27/2019,0,0,0,0.015594316,0.00064263,6.63E-07,0,0,0,0,0.08971923,0.074124914,0.00064263,0,7.14E-07,5.04E-08,7.8,0.381,1.7702,0,268740,1603,0.91,1,1,52.67495662,10.68581491,51.60979372,89.1963392,1,0,65.25619638,99.14202981,13.88406349,88.96254934,79.88897362,14
2019299N25265,87,"Milwaukee, WI",10/26/2019,10/27/2019,0,0,0,0,0.000243832,7.92E-07,0,0,0,0,0.049450549,0.096774194,0.000243832,0,9.57E-07,1.65E-07,12.6,0.381,11.3203,0,939471,3409,0.37,0,0,6.458453827,58.31330462,5.671631001,36.31488631,0,0,72.18898951,98.90370476,62.97146801,70.11937276,91.53884782,24
2019299N25265,88,"Illinois International Port, IL",10/26/2019,10/27/2019,0,0,0,0,0.000602206,1.02E-06,0,0,0,0,0.04738662,0.096774194,0.000602206,0,1.20E-06,1.74E-07,12.6,0.381,16.6301,0,5275555,6725,0.07,0,0,5.547522653,24.2557647,5.55354733,12.83902951,0,0,91.76835081,99.73665082,7.205577898,152.3591276,230.9213028,0
2019299N25265,89,"Northern Indiana District, IN",10/26/2019,10/27/2019,0,0,0,0,0,1.56E-06,0,0,0,0,0.094102369,0.116129032,0.00140433,0.001753156,1.95E-06,3.95E-07,12.6,0.381,0.26,0,173207,3249,0.67,0,0,67.61736071,42.21140804,81.52111047,32.56232423,1,0,37.63107722,94.51852381,37.5556243,58.73042455,26.97645059,8
2019299N25265,90,"Joliet Regional Port, IL",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,5.2,0,697298,2574,0.85,0,1,18.1511471,89.67648669,18.00775978,70.63015396,1,0,90.62202097,96.35481834,73.236085,126.4817319,71.42761464,4
2019299N25265,91,"Ottawa Port District, IL",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,2.05,0,109650,4811,0.15,0,0,79.78961828,40.97161078,82.0970696,15.95166595,0,0,18.26978074,19.86915955,32.45603598,76.93405409,36.64586322,6
2019299N25265,92,"Illinois Valley Port, IL",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,2.05,0,33243,3484,0.53,0,0,66.62328899,43.77721724,61.79631772,54.36865437,0,0,23.18517636,61.7285716,36.91668848,20.87945893,38.49480621,4
2019299N25265,93,"Heart of Illinois Port, IL",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,2.5603,0,131341,2583,0.37,0,0,35.68175246,45.06460748,36.62642182,37.06087039,0,0,55.10486177,82.71547564,33.8921543,105.4892412,86.91818021,4
2019299N25265,94,"Havana Regional Port, IL",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,2.5603,0,13091,3214,0.7,0,1,64.79178716,39.05004402,65.36533642,59.35697602,1,0,43.34604385,88.57827191,39.4450658,22.50725355,70.21068556,9
2019299N25265,95,"Mid-America Port, IA, IL and MO",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,0.4,0,14734,2757,0.55,0,0,97.56241565,10.70723175,95.82007904,42.86190953,0,0,4.320781697,15.40771458,8.828498679,42.43997989,37.23669135,1
2019299N25265,96,"America's Central Port, IL",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,0,0,265868,2450,0.79,0,1,35.04916136,81.03181591,38.48443223,56.002431,1,0,86.81244042,96.76592905,81.90752683,88.9904531,32.56900146,12
2019299N25265,97,"St. Louis City Port, MO",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,8.0403,0,1004305,5438,0.5,0,0,2.033930981,71.79044809,3.556969346,39.46446446,0,0,96.15109628,99.84628034,53.24703139,198.2484775,154.508805,18
2019299N25265,98,"Southwest Regional Port, IL",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,8.0403,0,257412,5554,0.89,1,1,45.21520147,45.54291697,87.70242915,84.42370942,1,0,50.73403241,96.97088859,43.52735407,158.0326507,49.6380737,24
2019299N25265,99,"St. Louis County, MO",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,8.0403,0,1004305,4818,0.05,0,0,25.01204935,91.20005711,23.17331791,7.15000715,0,0,70.22878932,65.99220677,67.11919663,16.49888577,31.17897672,13
2019299N25265,100,"Jefferson County Port, MO",10/26/2019,10/27/2019,0,0,0,0,0,5.38E-10,0,0,0,0,0.044067812,0.067741935,0,0.004675082,5.53E-10,1.44E-11,12.6,0.58,8.0403,0,226569,2684,0.4,0,0,46.80933102,68.02108369,54.64984577,35.65946899,0,0,47.11391802,46.47219342,54.50824548,26.1202613,25.01307075,1
2019299N25265,101,"Kaskaskia Regional Port, IL",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,4.21,0,34953,3214,0.06,0,0,96.71775593,11.42588582,93.65842491,13.55164688,0,0,4.280266921,20.51263719,7.148466316,0,0,5
2019299N25265,102,"New Bourbon Port Authority, MO",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,0,0,18478,4689,0.65,0,0,53.64010989,89.80677248,49.9590322,39.36198103,1,0,52.31410867,59.02834876,84.08847536,15.03800087,0,6
2019299N25265,103,"Jackson-Union Port District, IL",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,26.1606,0,52966,2526,0.64,0,1,99.29752265,43.48095091,98.43599383,54.41512942,1,0,17.60605338,22.27385932,40.82645218,33.20763287,3.743709697,1
2019299N25265,104,"Southeast Missouri Port, MO",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,26.6308,0,81710,2312,0.97,1,1,56.01624253,44.6017657,63.23983035,92.56041756,1,0,30.98188751,75.01519322,47.33122338,24.60529549,10.25182047,3
2019299N25265,105,"Massac-Metropolis Port, IL",10/26/2019,10/27/2019,0,0,0,0.020408163,0,7.58E-15,0,0,0,0,0.020408163,0,0,0,7.58E-15,0,12.6,0.58,4.19,0,14170,2142,0.84,1,1,67.58000771,24.84472789,76.33988818,85.30196864,1,0,24.10867493,76.19490223,22.16881232,25.12751152,18.41615387,4
2019299N25265,106,"Paducah-McCracken Riverport, KY",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63E-35,12.6,0.58,4.19,0,67872,1754,0.62,0,0,50.39762869,62.6038122,60.11784268,71.46074646,1,0,33.43422307,50.94436302,53.49094543,0,30.82729313,0
2019299N25265,107,"Hickman-Fulton County Port, KY",10/26/2019,10/27/2019,0,0,0,0.040816327,0,1.52E-14,0,0,0,0,0.040816327,0,0,0,1.52E-14,0,12.6,0.58,2.06,0,6513,2654,0.86,1,1,54.77515905,91.06679675,60.79863119,64.94232328,1,0,45.69590086,23.5655811,97.39428408,14.20710153,28.47261062,8
2019299N25265,108,"New Madrid County Port, MO",10/26/2019,10/27/2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,0.58,6.99,0,16428,2262,0.81,1,1,70.52848467,90.25890584,87.21925005,79.56885457,1,0,45.42659676,17.52284941,94.46017657,29.4013591,49.60040441,7
